sequence,entry_id,source_anchor,source_anchor_kind,authority_source_file,authority_line,prompt_carrier,authority_locator,parent_group_anchor,support_status
12,o003-c90-ch16-guide-12,o003-gvsu-ch16-sec_quotient_space-task-03,synthetic_locale_neutral_alias,source/sec_quotient_space.ptx,233,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotient_space.ptx"",""authority_line"":233,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotient_space"",""xpath"":""/section/activity[4]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""fc94f6c7252e0611fc2a117d0ae0d4cfba06ab5c72dece3cccb0848913e22be8""}",,pending
13,o003-c90-ch16-guide-13,o003-gvsu-ch16-sec_quotient_space-task-04,synthetic_locale_neutral_alias,source/sec_quotient_space.ptx,265,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotient_space.ptx"",""authority_line"":265,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotient_space"",""xpath"":""/section/activity[4]/task[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""57c0a1d41bcd9ce2096a36391823d43b6c8d82fba4e7e4bb4d8513920df070fa""}",o003-gvsu-ch16-sec_quotient_space-group-01,pending
14,o003-c90-ch16-guide-14,o003-gvsu-ch16-sec_quotient_space-task-05,synthetic_locale_neutral_alias,source/sec_quotient_space.ptx,274,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotient_space.ptx"",""authority_line"":274,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotient_space"",""xpath"":""/section/activity[4]/task[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""7d7d034aafaabea739304a74dc866ae830409ee9fc8f2ff2b3266e7e5951fcca""}",o003-gvsu-ch16-sec_quotient_space-group-01,pending
15,o003-c90-ch16-guide-15,o003-gvsu-ch16-sec_quotient_space-task-06,synthetic_locale_neutral_alias,source/sec_quotient_space.ptx,287,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotient_space.ptx"",""authority_line"":287,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotient_space"",""xpath"":""/section/activity[4]/task[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f49a1f4b12a05c67e9d0407231045eede7462843691ac2b01a6638f9bfd4d99b""}",o003-gvsu-ch16-sec_quotient_space-group-01,pending
16,o003-c90-ch16-guide-16,o003-gvsu-ch16-sec_find_quotient_space-task-01,synthetic_locale_neutral_alias,source/sec_find_quotient_space.ptx,77,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_find_quotient_space.ptx"",""authority_line"":77,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_find_quotient_space"",""xpath"":""/section/activity/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ab6345f2b7a9d1f2a2df978cf6ba998af72fd02730c96dd45cc79014144549b2""}",,pending
17,o003-c90-ch16-guide-17,o003-gvsu-ch16-sec_find_quotient_space-task-02,synthetic_locale_neutral_alias,source/sec_find_quotient_space.ptx,86,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_find_quotient_space.ptx"",""authority_line"":86,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_find_quotient_space"",""xpath"":""/section/activity/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b88a949b44f2e0f10c88e2124b1e3a80e033283ea85139ed52121d1502bbd574""}",,pending
18,o003-c90-ch16-guide-18,o003-gvsu-ch16-sec_find_quotient_space-task-03,synthetic_locale_neutral_alias,source/sec_find_quotient_space.ptx,93,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_find_quotient_space.ptx"",""authority_line"":93,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_find_quotient_space"",""xpath"":""/section/activity/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""2bdd6d77d35ff7832404f84e413f7a0727bae147707a7a182cc9ca1d6201cda4""}",,pending
19,o003-c90-ch16-exer-a-01,o003-gvsu-ch16-ex_sim_p_relation-statement-01,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,5,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":5,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""ex_sim_p_relation"",""xpath"":""/exercises/exercise[1]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ba3152c743b1b512f08014c673cfd8ba74c38fbef795309c4efb752982ae67ad""}",,pending
20,o003-c90-ch16-exer-a-02,o003-gvsu-ch16-sec_quotients_exer-statement-01,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,13,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":13,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[2]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ddcf70d7dd09e0232310236db8e83b145ae3eff0123d8d3808f5ab2747414bb1""}",,pending
21,o003-c90-ch16-exer-a-03,o003-gvsu-ch16-sec_quotients_exer-task-01,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,31,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":31,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[3]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""a11c724e6ded31030f1b2ccda7d6d7afafcb880a9fab843cbc587ee0f57139ea""}",,pending
22,o003-c90-ch16-exer-a-04,o003-gvsu-ch16-sec_quotients_exer-task-02,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,38,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":38,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[3]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""7fc0ae62dd3fb56f274e0e797d10c8c911a1339cd7cd7b64cb2c560841f07ce3""}",,pending
23,o003-c90-ch16-exer-a-05,o003-gvsu-ch16-sec_quotients_exer-statement-02,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,49,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":49,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[4]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""fdb70a0dbcf1bfdf1210058fb398210a28626ae6fbfc9ab0b94390aa17fce961""}",,pending
24,o003-c90-ch16-exer-a-06,o003-gvsu-ch16-sec_quotients_exer-task-03,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,66,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":66,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[5]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""d9f4b73b56bc41d2053caa5ba067432badf5569a142d8f4656f8e619d2bf62c3""}",,pending
25,o003-c90-ch16-exer-a-07,o003-gvsu-ch16-sec_quotients_exer-task-04,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,73,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":73,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[5]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""fbac1243a23f25c4e3dfd1d31493639b8eea1ab6204f658f69e875fc5ebec3e9""}",,pending
26,o003-c90-ch16-exer-a-08,o003-gvsu-ch16-sec_quotients_exer-task-05,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,81,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":81,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[5]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b0b0a705c081de6ac8cc1c30f2b3e4813a8d19a05e25ca212804ec5061b7f047""}",,pending
27,o003-c90-ch16-exer-a-09,o003-gvsu-ch16-sec_quotients_exer-task-06,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,100,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":100,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[6]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4c9239a669611cf1eb3c9be38887ea7d0f3ece6c43c2b2582636ebe9b4b3ec8d""}",,pending
28,o003-c90-ch16-exer-a-10,o003-gvsu-ch16-sec_quotients_exer-task-07,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,109,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":109,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[6]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""d745689617500fa6a5f1d83841e2f9daaae6593adb9b83862cda0d9df9d1276b""}",,pending
29,o003-c90-ch16-exer-b-01,o003-gvsu-ch16-sec_quotients_exer-task-08,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,118,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":118,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[6]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""56e8e7a9018e2dbc09c09d54a0aca5e575957b10722309cc3652688aae5a6250""}",,pending
30,o003-c90-ch16-exer-b-02,o003-gvsu-ch16-sec_quotients_exer-task-09,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,140,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":140,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[7]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b16ca3c26d6c02388f7a0060b260b4a9b121246f25168817a464ef938707bcd6""}",,pending
31,o003-c90-ch16-exer-b-03,o003-gvsu-ch16-sec_quotients_exer-task-10,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,147,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":147,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[7]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""e305becb349d82ce013472e8e67f4a02abbfeeafecfb9791b1283a027b1d3cee""}",,pending
32,o003-c90-ch16-exer-b-04,o003-gvsu-ch16-sec_quotients_exer-task-11,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,154,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":154,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[7]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""c30de62b9996ea7a5fea0bdadcbdbb33c31dc54223fb74f6130eb7e71de738e6""}",,pending
33,o003-c90-ch16-exer-b-05,o003-gvsu-ch16-sec_quotients_exer-task-12,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,173,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":173,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[8]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""37aa2a4e056cf96be87a1f10d7a1748823efe6a3bf1c754e98abee7aa4cfa6fc""}",,pending
34,o003-c90-ch16-exer-b-06,o003-gvsu-ch16-sec_quotients_exer-task-13,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,181,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":181,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[8]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""da916e818f422e0ed981b8cfb76fabe25df0bb49fca736dc094cb8e36de3b2ab""}",,pending
35,o003-c90-ch16-exer-b-07,o003-gvsu-ch16-sec_quotients_exer-task-14,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,221,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":221,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[9]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""7516caf417933fbe81a2cd71dbd682bc4b80445f41b763d4b8f0e885ceb4c00b""}",,pending
36,o003-c90-ch16-exer-b-08,o003-gvsu-ch16-sec_quotients_exer-task-15,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,228,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":228,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[9]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""33322194fddd9a671e690e5db01b5a83a5d66ad8afd45c73d5146dbf39de923f""}",,pending
37,o003-c90-ch16-exer-b-09,o003-gvsu-ch16-sec_quotients_exer-task-16,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,254,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":254,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[10]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""a4ee4c8c6523240be61bead4c13a80b33821787d095b2b26ab1f5433aba254fb""}",,pending
38,o003-c90-ch16-exer-b-10,o003-gvsu-ch16-sec_quotients_exer-task-17,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,261,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":261,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[10]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""cb0a22327668a018b83312afe3dbc2d5bbf6906a8e2796125c30a6420a91e0d4""}",,pending
39,o003-c90-ch16-exer-c-01,o003-gvsu-ch16-sec_quotients_exer-task-18,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,268,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":268,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[10]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""14020dd3dd15cc4f9397ef325e8de665a1ecb9f96dd1c8b56d05fc20495e2a81""}",,pending
40,o003-c90-ch16-exer-c-02,o003-gvsu-ch16-sec_quotients_exer-task-19,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,281,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":281,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[10]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""06e56f37bcbdaa09aedf37f80122792cf90a98af89da48ca184c260eaec00022""}",,pending
41,o003-c90-ch16-exer-c-03,o003-gvsu-ch16-sec_quotients_exer-task-20,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,320,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":320,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[10]/task[5]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""21e608d19223272aec48181a18baece93a6c32417ecc4013be72c7a03ac4fd75""}",o003-gvsu-ch16-sec_quotients_exer-group-01,pending
42,o003-c90-ch16-exer-c-04,o003-gvsu-ch16-sec_quotients_exer-task-21,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,340,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":340,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[10]/task[5]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""7c45ba4a155450d065ef7724c82037fd2777c928927abb990fee91da90bca6fb""}",o003-gvsu-ch16-sec_quotients_exer-group-01,pending
43,o003-c90-ch16-exer-c-05,o003-gvsu-ch16-sec_quotients_exer-task-22,synthetic_locale_neutral_alias,source/sec_quotients_exer.ptx,379,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_quotients_exer.ptx"",""authority_line"":379,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_quotients_exer"",""xpath"":""/exercises/exercise[11]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""85caabaa16a8648783fcb93fb2b744e8f2ff72020b044b572d24df82c2cb0111""}",,pending
