sequence,entry_id,source_anchor,source_anchor_kind,authority_source_file,authority_line,prompt_carrier,authority_locator,parent_group_anchor,support_status
11,o003-c90-ch20-guide-11,o003-gvsu-ch20-sec_prod_top_exam-task-07,synthetic_locale_neutral_alias,source/sec_prod_top_exam.ptx,97,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exam.ptx"",""authority_line"":97,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exam"",""xpath"":""/section/activity[3]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""6f8c94fb75054f7155d40b73166cfadc78e10f904b350f23c0cb064ba27b7a87""}",,covered
12,o003-c90-ch20-guide-12,o003-gvsu-ch20-sec_prod_top_exam-task-08,synthetic_locale_neutral_alias,source/sec_prod_top_exam.ptx,106,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exam.ptx"",""authority_line"":106,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exam"",""xpath"":""/section/activity[3]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f4ccd82124e0d6d14feb8eefacbc1c5cd3c79a21641ec9ea48555ecee0a7cf7b""}",,covered
13,o003-c90-ch20-guide-13,o003-gvsu-ch20-act_projection_continuous-task-01,synthetic_locale_neutral_alias,source/sec_proj_cont_prod.ptx,21,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_proj_cont_prod.ptx"",""authority_line"":21,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_projection_continuous"",""xpath"":""/section/activity[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""829a6863a82c68babde5892e6fd09157d5be9ff3f17ee981134c346eceb2de1a""}",,covered
14,o003-c90-ch20-guide-14,o003-gvsu-ch20-act_projection_continuous-task-02,synthetic_locale_neutral_alias,source/sec_proj_cont_prod.ptx,29,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_proj_cont_prod.ptx"",""authority_line"":29,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_projection_continuous"",""xpath"":""/section/activity[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""a9acb054ed74bc703ce3c3aea9b97cf261a3ed4f865ca7acd5eadfc397e14778""}",,covered
15,o003-c90-ch20-guide-15,o003-gvsu-ch20-sec_proj_cont_prod-statement-01,synthetic_locale_neutral_alias,source/sec_proj_cont_prod.ptx,125,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_proj_cont_prod.ptx"",""authority_line"":125,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_proj_cont_prod"",""xpath"":""/section/activity[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4fb8022690128a583d99b1d40019b85f95cff7ca73d87abd7e40b9310f92d8e9""}",,covered
16,o003-c90-ch20-guide-16,o003-gvsu-ch20-sec_prop_prod_top-task-01,synthetic_locale_neutral_alias,source/sec_prop_prod_top.ptx,16,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prop_prod_top.ptx"",""authority_line"":16,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prop_prod_top"",""xpath"":""/section/activity/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""8ed64cd3fef0ebfbb7c5684a02b3fb3232961b9b11176bd506ce0a3752fc4873""}",,covered
17,o003-c90-ch20-guide-17,o003-gvsu-ch20-sec_prop_prod_top-task-02,synthetic_locale_neutral_alias,source/sec_prop_prod_top.ptx,24,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prop_prod_top.ptx"",""authority_line"":24,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prop_prod_top"",""xpath"":""/section/activity/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""c125741032cdecca62413c87b3d8b3cbf8aaf8fe1b0ea013c424e942ad9354d7""}",,covered
18,o003-c90-ch20-guide-18,o003-gvsu-ch20-sec_prop_prod_top-task-03,synthetic_locale_neutral_alias,source/sec_prop_prod_top.ptx,33,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prop_prod_top.ptx"",""authority_line"":33,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prop_prod_top"",""xpath"":""/section/activity/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""af31c62ebef14b6303c80e8bb0db782033e641c602d95f8911963d7ab9d310f0""}",,covered
19,o003-c90-ch20-exer-a-01,o003-gvsu-ch20-ex_subbasis-task-01,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,5,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":5,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_subbasis"",""xpath"":""/exercises/exercise[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4b46fa68ea8bbd4c89cfcd8af342bff07b8d0761f057d9ae9a37ad664fcaccc9""}",,covered
20,o003-c90-ch20-exer-a-02,o003-gvsu-ch20-ex_subbasis-task-02,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,20,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":20,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_subbasis"",""xpath"":""/exercises/exercise[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""8fab82f8a743b54ef0fb2f511c5416ba87bfc51b1c50bbf5e61d6eefce7d275c""}",,covered
21,o003-c90-ch20-exer-a-03,o003-gvsu-ch20-sec_prod_top_exer-task-01,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,40,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":40,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""3da07446bfdd5d786fbbc6f03db42e488197a50a7d3e5a8f8d9cf505dab5c3cd""}",,covered
22,o003-c90-ch20-exer-a-04,o003-gvsu-ch20-sec_prod_top_exer-task-02,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,59,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":59,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[2]/task[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""56e911c719d154cc5ddff693d650a788d4a23ab364ec2119c8100b239b81b89d""}",,covered
23,o003-c90-ch20-exer-a-05,o003-gvsu-ch20-sec_prod_top_exer-task-03,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,66,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":66,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[2]/task[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""575eda725c66ca20ce8955d7332460ab53b7f749f68ed4cad954363415830241""}",,covered
24,o003-c90-ch20-exer-a-06,o003-gvsu-ch20-sec_prod_top_exer-task-04,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,73,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":73,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[2]/task[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b953d36f2ead6a6a0e9e35c91c5d0a5d5dc9dcc66474f8625b53ed5c93ca7494""}",,covered
25,o003-c90-ch20-exer-a-07,o003-gvsu-ch20-ex_product_closure-task-01,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,92,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":92,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_product_closure"",""xpath"":""/exercises/exercise[3]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""e19c14c41d786fec3ea321ffd38d666bea4df24ae61f4361eea107344525da35""}",,covered
26,o003-c90-ch20-exer-a-08,o003-gvsu-ch20-ex_product_closure-task-02,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,99,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":99,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_product_closure"",""xpath"":""/exercises/exercise[3]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""bf07fc0593da7025235e8a278cb882a1926174a593260def0e48f77f4663c9ec""}",,covered
27,o003-c90-ch20-exer-a-09,o003-gvsu-ch20-ex_unions_cross_products-statement-01,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,108,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":108,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""ex_unions_cross_products"",""xpath"":""/exercises/exercise[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""3e554609c9412dc7e09079f5a6f35c381f32193b4799fc87cabd4be7505e1adf""}",,covered
28,o003-c90-ch20-exer-a-10,o003-gvsu-ch20-sec_prod_top_exer-task-05,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,124,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":124,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[5]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""85f4a78be4fe9227adac6f9f2f487af82f8f8db7daca8b3dacce4d2a892654d1""}",,covered
29,o003-c90-ch20-exer-b-01,o003-gvsu-ch20-sec_prod_top_exer-task-06,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,135,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":135,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[5]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b677271f0edd2d64183c7fead86a358398ada2332bf412fb62d14451814b7925""}",,covered
30,o003-c90-ch20-exer-b-02,o003-gvsu-ch20-ex_connected_product-statement-01,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,145,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":145,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""ex_connected_product"",""xpath"":""/exercises/exercise[6]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""cc6ed6aa8a447615b47cf4f38b785d7075912d5a1976a18d1b8e158f3f4b5ee0""}",,covered
31,o003-c90-ch20-exer-b-03,o003-gvsu-ch20-ex_compact_product-statement-01,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,153,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":153,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""ex_compact_product"",""xpath"":""/exercises/exercise[7]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""7a8e596888640d82af473067f52da1476e0870dd2583e37a6225ff09b2fa8171""}",,covered
32,o003-c90-ch20-exer-b-04,o003-gvsu-ch20-ex_path_connected_product-task-01,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,163,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":163,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_path_connected_product"",""xpath"":""/exercises/exercise[8]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""60f0550bf9092aea99062d083693f879024817d1ffd31049eb718a89ce766cb4""}",,covered
33,o003-c90-ch20-exer-b-05,o003-gvsu-ch20-ex_path_connected_product-task-02,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,172,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":172,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_path_connected_product"",""xpath"":""/exercises/exercise[8]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""5690fd79fcb528f0a42f17d6555fad9a56e696d6c73a9dcb7cc67cd269186085""}",,covered
34,o003-c90-ch20-exer-b-06,o003-gvsu-ch20-sec_prod_top_exer-statement-01,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,181,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":181,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[9]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f748c9cf6d2f8309a28d7fb3b0128d76c8e9224e9f0f4419a1aacef2a6c7d768""}",,covered
35,o003-c90-ch20-exer-b-07,o003-gvsu-ch20-ex_projection_open-statement-01,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,192,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":192,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""ex_projection_open"",""xpath"":""/exercises/exercise[10]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""887c029c4af87b0f2c0913bc3e34312331ca5b36112d07048d10ca5dfba994dd""}",,covered
36,o003-c90-ch20-exer-b-08,o003-gvsu-ch20-sec_prod_top_exer-statement-02,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,204,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":204,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[11]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""a070a0948aab322e21acb5ccf141327f779764d065b528053e25f2380510deec""}",,covered
37,o003-c90-ch20-exer-b-09,o003-gvsu-ch20-sec_prod_top_exer-task-07,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,226,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":226,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[12]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""5b451db25ca8f7e66d1bd8662c7ef7be0894af06ff9eade86fb005f7b01e12a6""}",,covered
38,o003-c90-ch20-exer-b-10,o003-gvsu-ch20-sec_prod_top_exer-task-08,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,234,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":234,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[12]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""82b0f42bfa01d651e69260950fb0a7843596210301d22fa6736b8a58686de51b""}",,covered
39,o003-c90-ch20-exer-c-01,o003-gvsu-ch20-sec_prod_top_exer-task-09,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,242,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":242,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[12]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""6df7a3fc64b0fa5dae5f5daf6eb360bec4e071a8f013a311047793192feae3ab""}",,covered
40,o003-c90-ch20-exer-c-02,o003-gvsu-ch20-sec_prod_top_exer-task-10,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,250,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":250,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[12]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""615870951322aa0aeae5cecd7229bb5b163d06410d79ed48b2ab4850492b12df""}",,covered
41,o003-c90-ch20-exer-c-03,o003-gvsu-ch20-sec_prod_top_exer-task-11,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,258,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":258,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[12]/task[5]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""c6919b0ee3d7165d8187da38a13b3979f6764ccd59df885ee6e164b78b9fbbc8""}",,covered
42,o003-c90-ch20-exer-c-04,o003-gvsu-ch20-sec_prod_top_exer-task-12,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,267,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":267,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[12]/task[6]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""a9241338c1f59945e1aae2a15b0853c785b167a2eefb43f53bd6eaf5c52be2cd""}",,covered
43,o003-c90-ch20-exer-c-05,o003-gvsu-ch20-sec_prod_top_exer-task-13,synthetic_locale_neutral_alias,source/sec_prod_top_exer.ptx,275,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_exer.ptx"",""authority_line"":275,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_exer"",""xpath"":""/exercises/exercise[12]/task[7]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""63b77087ef4d256c371a2ec822ee0d9be9e77f61b7f91f8a631776ab2d9a6d9f""}",,covered
