sequence,entry_id,source_anchor,source_anchor_kind,authority_source_file,authority_line,prompt_carrier,authority_locator,parent_group_anchor,support_status
44,o003-c90-ch20-guide-19,o003-gvsu-ch20-act_digital_graph_theory-task-01,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,55,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":55,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_digital_graph_theory"",""xpath"":""/section/activity[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4f56b41cb273673b819dad675722ed375a95528f41eee0469d2eca1af18cd01b""}",,covered
45,o003-c90-ch20-guide-20,o003-gvsu-ch20-act_digital_graph_theory-task-02,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,63,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":63,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_digital_graph_theory"",""xpath"":""/section/activity[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""01639d6aa59944065fc7e694dbe6bb5c02e46a49619650adbc6c112e4d8fc6a9""}",,covered
46,o003-c90-ch20-guide-21,o003-gvsu-ch20-act_digital_graph_theory-task-03,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,98,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":98,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_digital_graph_theory"",""xpath"":""/section/activity[1]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""eb63cdf8bead8cdde10beff3b96e6a4b9f859af9b92c466f4e1c19735b48d91b""}",,covered
47,o003-c90-ch20-guide-22,o003-gvsu-ch20-act_digital_graph_theory-task-04,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,109,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":109,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_digital_graph_theory"",""xpath"":""/section/activity[1]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""da2eeebf0a1f96393f40f955c920b034ce72d3172d3c55135f615fb9edf5955c""}",,covered
48,o003-c90-ch20-guide-23,o003-gvsu-ch20-act_digital_Jordan_curve-task-01,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,145,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":145,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_digital_Jordan_curve"",""xpath"":""/section/activity[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""011bf541cec7e226c07f64a6bfaf02fdb82437a9a6b81d8fc540cadf48970c49""}",,covered
49,o003-c90-ch20-guide-24,o003-gvsu-ch20-act_digital_Jordan_curve-task-02,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,152,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":152,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_digital_Jordan_curve"",""xpath"":""/section/activity[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""85b7b8e8c04d4193a55025d8301c53092bc2dd083b2f33d4aa0b62159736cb0e""}",,covered
50,o003-c90-ch20-guide-25,o003-gvsu-ch20-act_digital_Jordan_curve-task-03,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,167,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":167,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_digital_Jordan_curve"",""xpath"":""/section/activity[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""96f74ee666b60ce14c39108ab1e0c9621ef2723eb8bf858600896dc96bdae49c""}",,covered
51,o003-c90-ch20-guide-26,o003-gvsu-ch20-act_digital_Jordan_curve-task-04,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,220,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":220,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_digital_Jordan_curve"",""xpath"":""/section/activity[2]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f0edd6cbe5f1c3150fa43d37568beb22e250ac483543d4984610a5b300fbb083""}",,covered
52,o003-c90-ch20-guide-27,o003-gvsu-ch20-act_digital_Jordan_curve-task-05,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,247,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":247,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_digital_Jordan_curve"",""xpath"":""/section/activity[2]/task[5]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ca72cf36c7b1f1cbfa583ef633dcb0f63ef225e8cd3315eaf4a2f8a9df2a0fe5""}",,covered
53,o003-c90-ch20-guide-28,o003-gvsu-ch20-sec_prod_top_app-task-01,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,309,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":309,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_app"",""xpath"":""/section/activity[3]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ff4f9bdad9c62c4bf3ac90e5274686badfdabd8ab72a09f49fab51cc87a90acf""}",,covered
54,o003-c90-ch20-guide-29,o003-gvsu-ch20-sec_prod_top_app-task-02,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,322,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":322,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_app"",""xpath"":""/section/activity[3]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""546d1af7c2230089ca0139e992801d23ec9d443809e45d9a3286bb9e25b97c71""}",,covered
55,o003-c90-ch20-guide-30,o003-gvsu-ch20-sec_prod_top_app-task-03,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,332,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":332,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_app"",""xpath"":""/section/activity[3]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ff3ca341740d9fc368c0b03d4842fce4d14393ff1fbd7f5316fcb3f804b2fb86""}",,covered
56,o003-c90-ch20-guide-31,o003-gvsu-ch20-sec_prod_top_app-task-04,synthetic_locale_neutral_alias,source/sec_prod_top_app.ptx,341,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_prod_top_app.ptx"",""authority_line"":341,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_prod_top_app"",""xpath"":""/section/activity[3]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""9e2a137cccd7f313c27e8238b9df3e1ca58f594a15ef9f358b9dc4520a1695e2""}",,covered
