sequence,entry_id,source_anchor,source_anchor_kind,authority_source_file,authority_line,prompt_carrier,authority_locator,parent_group_anchor,support_status
11,o003-c90-ch13-guide-11,o003-gvsu-ch13-sec_union_inter_closed-task-01,synthetic_locale_neutral_alias,source/sec_union_inter_closed.ptx,83,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_union_inter_closed.ptx"",""authority_line"":83,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_union_inter_closed"",""xpath"":""/section/activity/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""e689ed865d25d737eed3b174ae436246b3038d79e0f60207feb60a08bc05d73b""}",,covered
12,o003-c90-ch13-guide-12,o003-gvsu-ch13-sec_union_inter_closed-task-02,synthetic_locale_neutral_alias,source/sec_union_inter_closed.ptx,90,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_union_inter_closed.ptx"",""authority_line"":90,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_union_inter_closed"",""xpath"":""/section/activity/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b814ad073a53957c1c96f3e465d2b84cbb5d946b01946fb5f889f44cab8088b3""}",,covered
13,o003-c90-ch13-guide-13,o003-gvsu-ch13-sec_limit_points-task-01,synthetic_locale_neutral_alias,source/sec_limit_points.ptx,32,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_limit_points.ptx"",""authority_line"":32,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_limit_points"",""xpath"":""/section/activity[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""d751df9e2cf7753dbb790f4f4680613a05eb660f96d4db411137aaa2752aa6e5""}",,covered
14,o003-c90-ch13-guide-14,o003-gvsu-ch13-sec_limit_points-task-02,synthetic_locale_neutral_alias,source/sec_limit_points.ptx,40,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_limit_points.ptx"",""authority_line"":40,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_limit_points"",""xpath"":""/section/activity[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""5a316472a472cb597f3cc56a7289424fa6ac9f60df6e7e461f07e98ad7d6a7a5""}",,covered
15,o003-c90-ch13-guide-15,o003-gvsu-ch13-sec_limit_points-task-03,synthetic_locale_neutral_alias,source/sec_limit_points.ptx,50,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_limit_points.ptx"",""authority_line"":50,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_limit_points"",""xpath"":""/section/activity[1]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""d7e4b41c2421bfc1e7ffcbcfbb980a8f96796136dad007f64d095209cb83ee91""}",,covered
16,o003-c90-ch13-guide-16,o003-gvsu-ch13-sec_limit_points-task-04,synthetic_locale_neutral_alias,source/sec_limit_points.ptx,58,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_limit_points.ptx"",""authority_line"":58,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_limit_points"",""xpath"":""/section/activity[1]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""bbaf4e1b8b1ca79ac5f40474c106cc83d778102a1cbb684ab572fc6661b15905""}",,covered
17,o003-c90-ch13-guide-17,o003-gvsu-ch13-act_TS_limits2-body-01,synthetic_locale_neutral_alias,source/sec_limit_points.ptx,164,direct_body,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_limit_points.ptx"",""authority_line"":164,""element_tag"":""activity"",""nearest_ancestor_or_self_xml_id"":""act_TS_limits2"",""xpath"":""/section/activity[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4a645233e5d1d225380d94410bf69b7a18412e1a7b6c8eecd15bdd1a89bb1291""}",,covered
18,o003-c90-ch13-guide-18,o003-gvsu-ch13-sec_top_closure-task-01,synthetic_locale_neutral_alias,source/sec_top_closure.ptx,73,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_closure.ptx"",""authority_line"":73,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_closure"",""xpath"":""/section/activity/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""dab97839b24809a26c0b364af6d159f3c4663dd046bc7994937d2eb9333912d6""}",,covered
19,o003-c90-ch13-guide-19,o003-gvsu-ch13-sec_top_closure-task-02,synthetic_locale_neutral_alias,source/sec_top_closure.ptx,81,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_closure.ptx"",""authority_line"":81,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_closure"",""xpath"":""/section/activity/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""71b2ed7076caf5f5fdcbca1ca916c0b794d33a37792bf7e437df55f5b1bd339f""}",,covered
20,o003-c90-ch13-guide-20,o003-gvsu-ch13-sec_top_closure-task-03,synthetic_locale_neutral_alias,source/sec_top_closure.ptx,90,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_closure.ptx"",""authority_line"":90,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_closure"",""xpath"":""/section/activity/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""365f57063963c7e4433961db932eda75702d28363b40796c91abbaebc5378223""}",,covered
21,o003-c90-ch13-guide-21,o003-gvsu-ch13-sec_top_closure-task-04,synthetic_locale_neutral_alias,source/sec_top_closure.ptx,97,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_closure.ptx"",""authority_line"":97,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_closure"",""xpath"":""/section/activity/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""0f340c93af2178ae28ff3a1a649f1d1e68b361ba765254afd579e506324a2b80""}",,covered
22,o003-c90-ch13-guide-22,o003-gvsu-ch13-act_TS_bl_examples-task-01,synthetic_locale_neutral_alias,source/sec_set_boundary.ptx,38,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_set_boundary.ptx"",""authority_line"":38,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_TS_bl_examples"",""xpath"":""/section/activity/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ef4ef5554316c36016b955803d1b12814407dffc06dcffbf747b47d3dddc06b9""}",,covered
23,o003-c90-ch13-guide-23,o003-gvsu-ch13-act_TS_bl_examples-task-02,synthetic_locale_neutral_alias,source/sec_set_boundary.ptx,46,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_set_boundary.ptx"",""authority_line"":46,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_TS_bl_examples"",""xpath"":""/section/activity/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""5a316472a472cb597f3cc56a7289424fa6ac9f60df6e7e461f07e98ad7d6a7a5""}",,covered
24,o003-c90-ch13-guide-24,o003-gvsu-ch13-act_TS_bl_examples-task-03,synthetic_locale_neutral_alias,source/sec_set_boundary.ptx,56,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_set_boundary.ptx"",""authority_line"":56,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_TS_bl_examples"",""xpath"":""/section/activity/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""d7e4b41c2421bfc1e7ffcbcfbb980a8f96796136dad007f64d095209cb83ee91""}",,covered
25,o003-c90-ch13-guide-25,o003-gvsu-ch13-act_TS_bl_examples-task-04,synthetic_locale_neutral_alias,source/sec_set_boundary.ptx,64,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_set_boundary.ptx"",""authority_line"":64,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_TS_bl_examples"",""xpath"":""/section/activity/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""d14c6b163d7f5542d38ff6c6fe9fd8492bd8d4737891a472c239f545f9bdd360""}",,covered
26,o003-c90-ch13-guide-26,o003-gvsu-ch13-act_Hausdorff-task-01,synthetic_locale_neutral_alias,source/sec_separation_ax.ptx,25,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_separation_ax.ptx"",""authority_line"":25,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_Hausdorff"",""xpath"":""/section/activity[1]/task[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""d86699f7d2b6a85db167116b95c82bd70631048e2d6f388aeea8445ff6ee8295""}",o003-gvsu-ch13-act_Hausdorff-group-01,covered
27,o003-c90-ch13-guide-27,o003-gvsu-ch13-act_Hausdorff-task-02,synthetic_locale_neutral_alias,source/sec_separation_ax.ptx,32,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_separation_ax.ptx"",""authority_line"":32,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_Hausdorff"",""xpath"":""/section/activity[1]/task[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""c987d70e2ca800e6c6e262a7a852026bc8e4f8ef01a046ba37bd79963e664562""}",o003-gvsu-ch13-act_Hausdorff-group-01,covered
28,o003-c90-ch13-guide-28,o003-gvsu-ch13-act_Hausdorff-task-03,synthetic_locale_neutral_alias,source/sec_separation_ax.ptx,40,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_separation_ax.ptx"",""authority_line"":40,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_Hausdorff"",""xpath"":""/section/activity[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""5e0fcc60e83ecadffd24ee287da5ad6d4e51d89d107e0986ff91faf607ed612d""}",,covered
29,o003-c90-ch13-guide-29,o003-gvsu-ch13-sec_separation_ax-task-01,synthetic_locale_neutral_alias,source/sec_separation_ax.ptx,85,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_separation_ax.ptx"",""authority_line"":85,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_separation_ax"",""xpath"":""/section/activity[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""7cba13614b1e69aced9c2df96f9d497b5b091173584fc556b50a2d36670550d2""}",,covered
30,o003-c90-ch13-guide-30,o003-gvsu-ch13-sec_separation_ax-task-02,synthetic_locale_neutral_alias,source/sec_separation_ax.ptx,94,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_separation_ax.ptx"",""authority_line"":94,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_separation_ax"",""xpath"":""/section/activity[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""046b21b99fc73f4ef02131d13b657744a4725acf81405f8651ced221e2d324a6""}",,covered
31,o003-c90-ch13-exer-a-01,o003-gvsu-ch13-sec_closed_sets_top_exer-statement-01,synthetic_locale_neutral_alias,source/sec_closed_sets_top_exer.ptx,4,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_closed_sets_top_exer.ptx"",""authority_line"":4,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_closed_sets_top_exer"",""xpath"":""/exercises/exercise[1]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""1e26392267190764381570a6310dd6b461744232501bdd8b4d87dc34ef349e8a""}",,covered
32,o003-c90-ch13-exer-a-02,o003-gvsu-ch13-sec_closed_sets_top_exer-statement-02,synthetic_locale_neutral_alias,source/sec_closed_sets_top_exer.ptx,13,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_closed_sets_top_exer.ptx"",""authority_line"":13,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_closed_sets_top_exer"",""xpath"":""/exercises/exercise[2]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""798be4dc08842a31b875f9c1a79a3aa77e5d9332de3d5d34fc43a47b4a49bcfa""}",,covered
33,o003-c90-ch13-exer-a-03,o003-gvsu-ch13-sec_closed_sets_top_exer-statement-03,synthetic_locale_neutral_alias,source/sec_closed_sets_top_exer.ptx,22,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_closed_sets_top_exer.ptx"",""authority_line"":22,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_closed_sets_top_exer"",""xpath"":""/exercises/exercise[3]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""5d5ca3b86b508f3ee652b2e839686df2f3234c56c462ecd7c68be3b7243ec302""}",,covered
34,o003-c90-ch13-exer-a-04,o003-gvsu-ch13-sec_closed_sets_top_exer-task-01,synthetic_locale_neutral_alias,source/sec_closed_sets_top_exer.ptx,60,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_closed_sets_top_exer.ptx"",""authority_line"":60,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_closed_sets_top_exer"",""xpath"":""/exercises/exercise[4]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""227a962c7b8179776a72d6361876bb78462b767cb33e20593b763d204868bbc2""}",,covered
35,o003-c90-ch13-exer-a-05,o003-gvsu-ch13-sec_closed_sets_top_exer-task-02,synthetic_locale_neutral_alias,source/sec_closed_sets_top_exer.ptx,67,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_closed_sets_top_exer.ptx"",""authority_line"":67,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_closed_sets_top_exer"",""xpath"":""/exercises/exercise[4]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""abbd83eed72258ee8c11a0873462d16e56e8372135b5978753dc2c905fe45c87""}",,covered
36,o003-c90-ch13-exer-a-06,o003-gvsu-ch13-ex_Closed_Sets_Sorgenfrey-task-01,synthetic_locale_neutral_alias,source/sec_closed_sets_top_exer.ptx,84,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_closed_sets_top_exer.ptx"",""authority_line"":84,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_Closed_Sets_Sorgenfrey"",""xpath"":""/exercises/exercise[5]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""0fe2983a82a635268035ce03082e6482d3c8f6e8c501f07cf2332f0442c9ab66""}",,covered
37,o003-c90-ch13-exer-a-07,o003-gvsu-ch13-ex_Closed_Sets_Sorgenfrey-task-02,synthetic_locale_neutral_alias,source/sec_closed_sets_top_exer.ptx,97,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_closed_sets_top_exer.ptx"",""authority_line"":97,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_Closed_Sets_Sorgenfrey"",""xpath"":""/exercises/exercise[5]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4f266d30cc0dc09022e35cb1408b8d304d1b7440a8e739747d20059499a826b6""}",,covered
38,o003-c90-ch13-exer-a-08,o003-gvsu-ch13-ex_Closed_Sets_Sorgenfrey-task-03,synthetic_locale_neutral_alias,source/sec_closed_sets_top_exer.ptx,104,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_closed_sets_top_exer.ptx"",""authority_line"":104,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_Closed_Sets_Sorgenfrey"",""xpath"":""/exercises/exercise[5]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""34bceb8346071b8d720f5deabd3369c90c6687ef1c39fef189c3bedcc671299f""}",,covered
39,o003-c90-ch13-exer-a-09,o003-gvsu-ch13-ex_Closed_Sets_Sorgenfrey-task-04,synthetic_locale_neutral_alias,source/sec_closed_sets_top_exer.ptx,119,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_closed_sets_top_exer.ptx"",""authority_line"":119,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_Closed_Sets_Sorgenfrey"",""xpath"":""/exercises/exercise[5]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b90e0dd8fa51a53dea98f22e54f2d635d6ebb4c019b6e21b1001f18d6e06be59""}",,covered
40,o003-c90-ch13-exer-a-10,o003-gvsu-ch13-sec_closed_sets_top_exer-task-03,synthetic_locale_neutral_alias,source/sec_closed_sets_top_exer.ptx,137,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_closed_sets_top_exer.ptx"",""authority_line"":137,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_closed_sets_top_exer"",""xpath"":""/exercises/exercise[6]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""9c4c329f2faea58cafa6f375949accf6781186205e34ee29a7785ad5fa27c616""}",,covered
41,o003-c90-ch13-exer-b-01,o003-gvsu-ch13-sec_closed_sets_top_exer-task-04,synthetic_locale_neutral_alias,source/sec_closed_sets_top_exer.ptx,144,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_closed_sets_top_exer.ptx"",""authority_line"":144,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_closed_sets_top_exer"",""xpath"":""/exercises/exercise[6]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""2e667a7adc3ca2b0691996dd85138fd10273c185649e706c3e74107973a0ca50""}",,covered
