sequence,entry_id,source_anchor,source_anchor_kind,authority_source_file,authority_line,prompt_carrier,authority_locator,parent_group_anchor,support_status
14,o003-c90-ch18-guide-14,o003-gvsu-ch18-sec_connect_sets-task-06,synthetic_locale_neutral_alias,source/sec_connect_sets.ptx,141,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_sets.ptx"",""authority_line"":141,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_sets"",""xpath"":""/section/activity[2]/task[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""265eeb924e984740f6f2424098fea730bfb978a72c14fb6667eff3353ee4d3a6""}",o003-gvsu-ch18-sec_connect_sets-group-01,covered
15,o003-c90-ch18-guide-15,o003-gvsu-ch18-sec_connect_sets-task-07,synthetic_locale_neutral_alias,source/sec_connect_sets.ptx,149,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_sets.ptx"",""authority_line"":149,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_sets"",""xpath"":""/section/activity[2]/task[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""a491a966bb6fcc81f3887c43b7ab8c42af41e0c0981222871cb28b11275bcbe4""}",o003-gvsu-ch18-sec_connect_sets-group-01,covered
16,o003-c90-ch18-guide-16,o003-gvsu-ch18-sec_connect_sets-task-08,synthetic_locale_neutral_alias,source/sec_connect_sets.ptx,162,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_sets.ptx"",""authority_line"":162,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_sets"",""xpath"":""/section/activity[2]/task[2]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f9f9c1f1540161c31ad4bcaaf5c8f5bc06416cb18678cb17506c89a1525026a4""}",o003-gvsu-ch18-sec_connect_sets-group-01,covered
17,o003-c90-ch18-guide-17,o003-gvsu-ch18-sec_connect_sets-task-09,synthetic_locale_neutral_alias,source/sec_connect_sets.ptx,171,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_sets.ptx"",""authority_line"":171,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_sets"",""xpath"":""/section/activity[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""0ef6d76f5c19316cee3dcb84317e418c253876ab67d17984e0a286ebb82053b9""}",,covered
18,o003-c90-ch18-guide-18,o003-gvsu-ch18-sec_connect_sets-body-01,synthetic_locale_neutral_alias,source/sec_connect_sets.ptx,309,direct_body,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_sets.ptx"",""authority_line"":309,""element_tag"":""activity"",""nearest_ancestor_or_self_xml_id"":""sec_connect_sets"",""xpath"":""/section/activity[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""13e497092095c41ce3bd9b16df6ec5decc5df5c590a16d6e791cc76fad8b0694""}",,covered
19,o003-c90-ch18-guide-19,o003-gvsu-ch18-sec_connect_subset_rn-task-01,synthetic_locale_neutral_alias,source/sec_connect_subset_rn.ptx,24,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_subset_rn.ptx"",""authority_line"":24,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_subset_rn"",""xpath"":""/section/activity[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""70dda0ef786f2a3b8779ebb59a65634bb8cf7f16032bf888d99ac438dca4630a""}",,covered
20,o003-c90-ch18-guide-20,o003-gvsu-ch18-sec_connect_subset_rn-task-02,synthetic_locale_neutral_alias,source/sec_connect_subset_rn.ptx,32,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_subset_rn.ptx"",""authority_line"":32,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_subset_rn"",""xpath"":""/section/activity[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""fb045fdfa863935dabd2c2b0893ca901e2fbcff763a6b8d03aac6a60fb4a7afe""}",,covered
21,o003-c90-ch18-guide-21,o003-gvsu-ch18-sec_connect_subset_rn-task-03,synthetic_locale_neutral_alias,source/sec_connect_subset_rn.ptx,41,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_subset_rn.ptx"",""authority_line"":41,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_subset_rn"",""xpath"":""/section/activity[1]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""1b4bfb826c601a8820d336d97a752943814b0a82779643476070639ff23402e2""}",,covered
22,o003-c90-ch18-guide-22,o003-gvsu-ch18-act_connected_subsets_R-task-01,synthetic_locale_neutral_alias,source/sec_connect_subset_rn.ptx,122,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_subset_rn.ptx"",""authority_line"":122,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_connected_subsets_R"",""xpath"":""/section/activity[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""a7b2b56b0b76a5b712c4c669c59a813426a4d8285a6ce1ae901aa2e60f544106""}",,covered
23,o003-c90-ch18-guide-23,o003-gvsu-ch18-act_connected_subsets_R-task-02,synthetic_locale_neutral_alias,source/sec_connect_subset_rn.ptx,131,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_subset_rn.ptx"",""authority_line"":131,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_connected_subsets_R"",""xpath"":""/section/activity[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""2a24435d1fae44f20f1c81929e493a336e0a57b366068d5bc9b5223d0564fe95""}",,covered
24,o003-c90-ch18-guide-24,o003-gvsu-ch18-act_connected_subsets_R-task-03,synthetic_locale_neutral_alias,source/sec_connect_subset_rn.ptx,143,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_subset_rn.ptx"",""authority_line"":143,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_connected_subsets_R"",""xpath"":""/section/activity[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""15ed7ccddf0a890d642bef58a8f107caff48c3206c4109094defeade11548db8""}",,covered
25,o003-c90-ch18-guide-25,o003-gvsu-ch18-act_connected_compenent-task-01,synthetic_locale_neutral_alias,source/sec_components.ptx,34,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_components.ptx"",""authority_line"":34,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_connected_compenent"",""xpath"":""/section/activity/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""e3493f29b440efc8b0909bee3b07c4d7d408c3c0ce64270a45138b1edd8a90be""}",,covered
26,o003-c90-ch18-guide-26,o003-gvsu-ch18-act_connected_compenent-task-02,synthetic_locale_neutral_alias,source/sec_components.ptx,41,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_components.ptx"",""authority_line"":41,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_connected_compenent"",""xpath"":""/section/activity/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""88ade08a777525560539ddc026ef6c5fa4f5a85f501be71e82731f16e1636463""}",,covered
27,o003-c90-ch18-guide-27,o003-gvsu-ch18-act_connected_compenent-task-03,synthetic_locale_neutral_alias,source/sec_components.ptx,70,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_components.ptx"",""authority_line"":70,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_connected_compenent"",""xpath"":""/section/activity/task[3]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f3aba4f2eb2a8d20b8a3043496c8c0312f64892605cf4528072f863d14ac63c5""}",o003-gvsu-ch18-act_connected_compenent-group-01,covered
28,o003-c90-ch18-guide-28,o003-gvsu-ch18-act_connected_compenent-task-04,synthetic_locale_neutral_alias,source/sec_components.ptx,78,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_components.ptx"",""authority_line"":78,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_connected_compenent"",""xpath"":""/section/activity/task[3]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b4217660f9a2687b8e3870d3cca4df461a3e62d101849bfc9ccbc62719400ea5""}",o003-gvsu-ch18-act_connected_compenent-group-01,covered
29,o003-c90-ch18-guide-29,o003-gvsu-ch18-act_connected_compenent-task-05,synthetic_locale_neutral_alias,source/sec_components.ptx,86,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_components.ptx"",""authority_line"":86,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_connected_compenent"",""xpath"":""/section/activity/task[3]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""fa2ee4e7bc895a01f150f3d43216ac29d1e2009b37d566864b5310e48e2651bb""}",o003-gvsu-ch18-act_connected_compenent-group-01,covered
30,o003-c90-ch18-guide-30,o003-gvsu-ch18-sec_cut_sets-task-01,synthetic_locale_neutral_alias,source/sec_cut_sets.ptx,37,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cut_sets.ptx"",""authority_line"":37,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cut_sets"",""xpath"":""/section/example/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""128600f5e594ac64ed96bc3529fe6f1906b89562e9c6ba846a9a920f6f93b984""}",,covered
31,o003-c90-ch18-guide-31,o003-gvsu-ch18-sec_cut_sets-task-02,synthetic_locale_neutral_alias,source/sec_cut_sets.ptx,45,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cut_sets.ptx"",""authority_line"":45,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cut_sets"",""xpath"":""/section/example/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""94767acc567e6c77bb2cf7212797c32190d838ac69488006fe331c30a3969328""}",,covered
32,o003-c90-ch18-guide-32,o003-gvsu-ch18-sec_cut_sets-task-03,synthetic_locale_neutral_alias,source/sec_cut_sets.ptx,132,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cut_sets.ptx"",""authority_line"":132,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cut_sets"",""xpath"":""/section/activity[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""377a7182c8739523a87724823ee85ac7f76efee4ff5828ad5fa8cea930ee59d4""}",,covered
33,o003-c90-ch18-guide-33,o003-gvsu-ch18-sec_cut_sets-task-04,synthetic_locale_neutral_alias,source/sec_cut_sets.ptx,142,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cut_sets.ptx"",""authority_line"":142,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cut_sets"",""xpath"":""/section/activity[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""9f6f2c8a1609515f252df55d2308c4b46793bdfb198a3f057a685ebbe524511d""}",,covered
34,o003-c90-ch18-guide-34,o003-gvsu-ch18-sec_cut_sets-body-01,synthetic_locale_neutral_alias,source/sec_cut_sets.ptx,165,direct_body,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cut_sets.ptx"",""authority_line"":165,""element_tag"":""activity"",""nearest_ancestor_or_self_xml_id"":""sec_cut_sets"",""xpath"":""/section/activity[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""157c30bcf91bfaf3b5cf7a6b920d385bd87fc006f7d74972540b4f4e90e866f7""}",,covered
35,o003-c90-ch18-guide-35,o003-gvsu-ch18-sec_ivt_fpt-task-01,synthetic_locale_neutral_alias,source/sec_ivt_fpt.ptx,36,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_ivt_fpt.ptx"",""authority_line"":36,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_ivt_fpt"",""xpath"":""/section/activity[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f7a9a28b471820d119f7189036b77a4e112fb197cbe751083c0694fdab54738f""}",,covered
36,o003-c90-ch18-guide-36,o003-gvsu-ch18-sec_ivt_fpt-task-02,synthetic_locale_neutral_alias,source/sec_ivt_fpt.ptx,43,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_ivt_fpt.ptx"",""authority_line"":43,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_ivt_fpt"",""xpath"":""/section/activity[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""8d8498c6b4f8bc49e17896ceb40c3cbadf5dd8bf1b565030983b62e2cfcabb4e""}",,covered
37,o003-c90-ch18-guide-37,o003-gvsu-ch18-sec_ivt_fpt-task-03,synthetic_locale_neutral_alias,source/sec_ivt_fpt.ptx,50,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_ivt_fpt.ptx"",""authority_line"":50,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_ivt_fpt"",""xpath"":""/section/activity[1]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""27c39ec1d42cd50b4bbda2f8ed5c00365e6f19b76a7760ac90581e5ee0bc03a7""}",,covered
38,o003-c90-ch18-guide-38,o003-gvsu-ch18-sec_ivt_fpt-task-04,synthetic_locale_neutral_alias,source/sec_ivt_fpt.ptx,59,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_ivt_fpt.ptx"",""authority_line"":59,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_ivt_fpt"",""xpath"":""/section/activity[1]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""5d0206b5ff0e6b488b604e313185cdb83a42f5064172806e52b3af09686d1525""}",,covered
39,o003-c90-ch18-guide-39,o003-gvsu-ch18-sec_ivt_fpt-task-05,synthetic_locale_neutral_alias,source/sec_ivt_fpt.ptx,97,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_ivt_fpt.ptx"",""authority_line"":97,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_ivt_fpt"",""xpath"":""/section/activity[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""32133558d26a4c659bc8a89d1746bbb8b8dbce20e0ed2a941eb8740d55802218""}",,covered
40,o003-c90-ch18-guide-40,o003-gvsu-ch18-sec_ivt_fpt-task-06,synthetic_locale_neutral_alias,source/sec_ivt_fpt.ptx,111,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_ivt_fpt.ptx"",""authority_line"":111,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_ivt_fpt"",""xpath"":""/section/activity[2]/task[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""c0b33de90a8204300cbb2ee2dad62f37c1d6a04ea12f76b6bd46b5722ad4fcaa""}",o003-gvsu-ch18-sec_ivt_fpt-group-01,covered
41,o003-c90-ch18-guide-41,o003-gvsu-ch18-sec_ivt_fpt-task-07,synthetic_locale_neutral_alias,source/sec_ivt_fpt.ptx,118,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_ivt_fpt.ptx"",""authority_line"":118,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_ivt_fpt"",""xpath"":""/section/activity[2]/task[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4a9801976e90376ce922b03a093502df89e808f1922a170d8621c37e7af689b6""}",o003-gvsu-ch18-sec_ivt_fpt-group-01,covered
42,o003-c90-ch18-guide-42,o003-gvsu-ch18-sec_ivt_fpt-task-08,synthetic_locale_neutral_alias,source/sec_ivt_fpt.ptx,133,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_ivt_fpt.ptx"",""authority_line"":133,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_ivt_fpt"",""xpath"":""/section/activity[2]/task[3]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""a2683de50983597e33d91edc47fa243ddb90caf6eb4d4158ca97b6bc7a0fa561""}",o003-gvsu-ch18-sec_ivt_fpt-group-02,covered
43,o003-c90-ch18-guide-43,o003-gvsu-ch18-sec_ivt_fpt-task-09,synthetic_locale_neutral_alias,source/sec_ivt_fpt.ptx,147,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_ivt_fpt.ptx"",""authority_line"":147,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_ivt_fpt"",""xpath"":""/section/activity[2]/task[3]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""dc3a6e92bbb1a1589cdf8f0c64ccfddd46709faf19988f4193ef8ac492ce259d""}",o003-gvsu-ch18-sec_ivt_fpt-group-02,covered
