sequence,entry_id,source_anchor,source_anchor_kind,authority_source_file,authority_line,prompt_carrier,authority_locator,parent_group_anchor,support_status
11,o003-c90-ch14-guide-11,o003-gvsu-ch14-sec_cont_top_intro-task-11,synthetic_locale_neutral_alias,source/sec_cont_top_intro.ptx,217,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_intro.ptx"",""authority_line"":217,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_intro"",""xpath"":""/section/activity/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""addf4a956dab9e0e91cf49649a0f263b3ea0d5397fe3a5264d201f8a89455ae4""}",,pending
12,o003-c90-ch14-guide-12,o003-gvsu-ch14-sec_cont_top_intro-task-12,synthetic_locale_neutral_alias,source/sec_cont_top_intro.ptx,225,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_intro.ptx"",""authority_line"":225,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_intro"",""xpath"":""/section/activity/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""1474c8ddb3ca7a54a2ea4167c60532eac7e2a8ffb35de879b59e762f5651a158""}",,pending
13,o003-c90-ch14-guide-13,o003-gvsu-ch14-sec_cont_top_intro-task-13,synthetic_locale_neutral_alias,source/sec_cont_top_intro.ptx,233,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_intro.ptx"",""authority_line"":233,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_intro"",""xpath"":""/section/activity/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f9f325616f7590febdeced36f64efba5cb9affb9893a338eb01fc8f7583a94d9""}",,pending
14,o003-c90-ch14-guide-14,o003-gvsu-ch14-sec_metric_equiv-task-01,synthetic_locale_neutral_alias,source/sec_metric_equiv.ptx,28,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_metric_equiv.ptx"",""authority_line"":28,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_metric_equiv"",""xpath"":""/section/activity/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4ddc085c6c7dbbdad082655e0a9158f1b30974d505a81996c193212c48c639cc""}",,pending
15,o003-c90-ch14-guide-15,o003-gvsu-ch14-sec_metric_equiv-task-02,synthetic_locale_neutral_alias,source/sec_metric_equiv.ptx,39,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_metric_equiv.ptx"",""authority_line"":39,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_metric_equiv"",""xpath"":""/section/activity/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f9d67cd34cb1ecb30549ee146229228ed82711606deb3cf11cdf48f87ac1775b""}",,pending
16,o003-c90-ch14-guide-16,o003-gvsu-ch14-sec_top_equiv-task-01,synthetic_locale_neutral_alias,source/sec_top_equiv.ptx,117,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_equiv.ptx"",""authority_line"":117,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_equiv"",""xpath"":""/section/activity/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""17273a84cb079730826500204658a9048cb4785358a98c3d0d5ba1a331d65621""}",,pending
17,o003-c90-ch14-guide-17,o003-gvsu-ch14-sec_top_equiv-task-02,synthetic_locale_neutral_alias,source/sec_top_equiv.ptx,125,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_equiv.ptx"",""authority_line"":125,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_equiv"",""xpath"":""/section/activity/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""3ace98ab57cabd2efa686de3a6ee128294fdf19a3071ff57b8ea9803060f84ff""}",,pending
18,o003-c90-ch14-guide-18,o003-gvsu-ch14-sec_top_equiv-task-03,synthetic_locale_neutral_alias,source/sec_top_equiv.ptx,133,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_equiv.ptx"",""authority_line"":133,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_equiv"",""xpath"":""/section/activity/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4215163e40f8afaed13fd60889443ba1a1eb71657166d991b539f55f6ed31076""}",,pending
19,o003-c90-ch14-guide-19,o003-gvsu-ch14-sec_relations-task-01,synthetic_locale_neutral_alias,source/sec_relations.ptx,79,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_relations.ptx"",""authority_line"":79,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_relations"",""xpath"":""/section/activity/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""fb800d0e62bb6b6aa5f4f49ab086dbf93ff9957ba2be708c12095ddf9a17d9f5""}",,pending
20,o003-c90-ch14-guide-20,o003-gvsu-ch14-sec_relations-task-02,synthetic_locale_neutral_alias,source/sec_relations.ptx,86,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_relations.ptx"",""authority_line"":86,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_relations"",""xpath"":""/section/activity/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""3a0d1e69949313dea42731d9c2bace2c76a9f75b60625667df92bd9ba250316e""}",,pending
21,o003-c90-ch14-guide-21,o003-gvsu-ch14-sec_top_invar-task-01,synthetic_locale_neutral_alias,source/sec_top_invar.ptx,33,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_invar.ptx"",""authority_line"":33,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_invar"",""xpath"":""/section/activity/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""0b2f3b9839c0053d4e72661962034406d7a9b099bbc2b088d1b1cd3d8b4d51c7""}",,pending
22,o003-c90-ch14-guide-22,o003-gvsu-ch14-sec_top_invar-task-02,synthetic_locale_neutral_alias,source/sec_top_invar.ptx,40,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_invar.ptx"",""authority_line"":40,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_invar"",""xpath"":""/section/activity/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""efa8b4a23d50ee2bfc34a25d525d6c01adbf0d4d8e27c2b25339204cc569e83c""}",,pending
23,o003-c90-ch14-guide-23,o003-gvsu-ch14-sec_top_invar-task-03,synthetic_locale_neutral_alias,source/sec_top_invar.ptx,47,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_invar.ptx"",""authority_line"":47,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_invar"",""xpath"":""/section/activity/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""5e0e0b23e2e0602ceacf6c428c89f2d19cfb917963fc5f64633e62bc5a82e060""}",,pending
24,o003-c90-ch14-guide-24,o003-gvsu-ch14-sec_top_invar-task-04,synthetic_locale_neutral_alias,source/sec_top_invar.ptx,54,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_invar.ptx"",""authority_line"":54,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_invar"",""xpath"":""/section/activity/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""c74c222fa4cdc2aaf3dfdb3e144143b3460ed0c66c81b50cf33cd018ae1b3e86""}",,pending
25,o003-c90-ch14-guide-25,o003-gvsu-ch14-sec_top_invar-task-05,synthetic_locale_neutral_alias,source/sec_top_invar.ptx,61,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_top_invar.ptx"",""authority_line"":61,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_top_invar"",""xpath"":""/section/activity/task[5]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""bca9de474fd2739cb649f5498ac9014ed87dbc145183d0a93975f110dcd70cd0""}",,pending
26,o003-c90-ch14-exer-a-01,o003-gvsu-ch14-ex_isometry_reverse-statement-01,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,4,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":4,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""ex_isometry_reverse"",""xpath"":""/exercises/exercise[1]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b2627607ab37dec3f5723ee1ae2198d25e3ee85ce027bb71dac1909f9261b03b""}",,pending
27,o003-c90-ch14-exer-a-02,o003-gvsu-ch14-sec_cont_top_exer-task-01,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,30,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":30,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b45a76c9d0fb2fc0f6e986aeeda74f532dfb3a686384d165b503de691452313b""}",,pending
28,o003-c90-ch14-exer-a-03,o003-gvsu-ch14-sec_cont_top_exer-task-02,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,39,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":39,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""fbe21ac0819a2da5e4a74fc83f0f3bf0c74563fdaacdbd3ac33d03f13bc5feae""}",,pending
29,o003-c90-ch14-exer-a-04,o003-gvsu-ch14-sec_cont_top_exer-task-03,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,48,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":48,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""3b4c7fc54d15392961b961e69b10a9717847f5a4d8199a03361f551b9bc8435b""}",,pending
30,o003-c90-ch14-exer-a-05,o003-gvsu-ch14-ex_me_implies_te-statement-01,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,60,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":60,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""ex_me_implies_te"",""xpath"":""/exercises/exercise[3]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""52a0e58036c7460d8dc7b536a0aa358e75c7c10ea336c0b704d7f306974bbad5""}",,pending
31,o003-c90-ch14-exer-a-06,o003-gvsu-ch14-ex_closed_sets_continuity_TS-statement-01,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,69,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":69,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""ex_closed_sets_continuity_TS"",""xpath"":""/exercises/exercise[4]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""0f7d2d44541125b153acd06b87aeeb911e3e59aec44dcdbec71ec1d3d7b4e055""}",,pending
32,o003-c90-ch14-exer-a-07,o003-gvsu-ch14-sec_cont_top_exer-task-04,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,88,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":88,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[5]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4f1f90c862c7c35c2f310c0fdd0af3118aed97570c0988494d0d6f7903021ec6""}",,pending
33,o003-c90-ch14-exer-a-08,o003-gvsu-ch14-sec_cont_top_exer-task-05,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,111,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":111,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[5]/task[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""0dbef74cd03f0cb0400b2b3a901cc2b2df64d78c54ad0804381fe91b2581e50e""}",o003-gvsu-ch14-sec_cont_top_exer-group-01,pending
34,o003-c90-ch14-exer-a-09,o003-gvsu-ch14-sec_cont_top_exer-task-06,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,118,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":118,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[5]/task[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""58dafd05f746173a42750885fe108bd03dda18d219034b19a220a812e82cb2ca""}",o003-gvsu-ch14-sec_cont_top_exer-group-01,pending
35,o003-c90-ch14-exer-a-10,o003-gvsu-ch14-sec_cont_top_exer-task-07,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,135,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":135,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[6]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""3ff0150e58caa9216bab44e8082946011698a08077b8373e7c4f3b298a5095d2""}",,pending
36,o003-c90-ch14-exer-b-01,o003-gvsu-ch14-sec_cont_top_exer-task-08,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,143,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":143,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[6]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""1c09be9c35bb1561335df71b29f02253a236372fa8024f81f2d5c33feccd0bef""}",,pending
37,o003-c90-ch14-exer-b-02,o003-gvsu-ch14-sec_cont_top_exer-task-09,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,151,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":151,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[6]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""a60e294dd68a0de5dc2a16905f3426618a2204d8a969f7874ec022e71696f077""}",,pending
38,o003-c90-ch14-exer-b-03,o003-gvsu-ch14-sec_cont_top_exer-task-10,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,173,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":173,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[7]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""327cac81195aafe5aac2d36483aa21723a29cb15a3ee5f504097af2ea7884cf2""}",,pending
39,o003-c90-ch14-exer-b-04,o003-gvsu-ch14-sec_cont_top_exer-task-11,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,181,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":181,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[7]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4d7c9f6dc0aeee9f18dedd94982c928a642982a02f2ed380a86ef082ed694e36""}",,pending
40,o003-c90-ch14-exer-b-05,o003-gvsu-ch14-sec_cont_top_exer-task-12,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,220,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":220,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[8]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""aebc5ced3f62313a737af4ceb8a7851b370d144883a0d93883bcee5eb36c7129""}",,pending
41,o003-c90-ch14-exer-b-06,o003-gvsu-ch14-sec_cont_top_exer-task-13,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,231,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":231,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[8]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""685fae71dddc4ab0e5ab402a28f7de5a1296cd8d1bfba2aca1ff85d1ab9eafdd""}",,pending
42,o003-c90-ch14-exer-b-07,o003-gvsu-ch14-sec_cont_top_exer-task-14,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,252,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":252,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[9]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""7446eeec200c1d9ff5dff5d0abf720d86277a8b80eb606f7c8c7731f2164582e""}",,pending
43,o003-c90-ch14-exer-b-08,o003-gvsu-ch14-sec_cont_top_exer-task-15,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,260,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":260,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[9]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""849a3fac62b9747b2e54df2a11cd5507a7c42dd8c2d3e58cb1fdc2735f0c7406""}",,pending
