sequence,entry_id,source_anchor,source_anchor_kind,authority_source_file,authority_line,prompt_carrier,authority_locator,parent_group_anchor,support_status
44,o003-c90-ch14-exer-b-09,o003-gvsu-ch14-sec_cont_top_exer-task-16,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,275,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":275,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[10]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""1173cb069becf8384fbc7c9f3be1fea9114b7f2fd29f04bba7c2bb4aac234df1""}",,pending
45,o003-c90-ch14-exer-b-10,o003-gvsu-ch14-sec_cont_top_exer-task-17,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,283,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":283,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[10]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f24ecb59b868a4faf2406725d70e59ebeb5fabcdc78ee08141ef922e4507e8c6""}",,pending
46,o003-c90-ch14-exer-c-01,o003-gvsu-ch14-sec_cont_top_exer-task-18,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,302,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":302,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""2e3b972507e6374e444451d9de900c68184731e970adeb3d9848f4dd2a2b6d84""}",,pending
47,o003-c90-ch14-exer-c-02,o003-gvsu-ch14-sec_cont_top_exer-task-19,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,309,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":309,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""360a4608a54eb917e325a87b67c0ab5d6cfa114186f10e14a92b224d18b1fa09""}",,pending
48,o003-c90-ch14-exer-c-03,o003-gvsu-ch14-sec_cont_top_exer-task-20,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,316,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":316,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""878fa4a7f0169c7458269309f3e24e6035484048789aaa8bd3d95bb9b1e9aea8""}",,pending
49,o003-c90-ch14-exer-c-04,o003-gvsu-ch14-sec_cont_top_exer-task-21,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,323,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":323,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""7844b95e4dc61655bf968fde9e9a0cd6623d50c6f4dec1f4cb779f5468c6a77e""}",,pending
50,o003-c90-ch14-exer-c-05,o003-gvsu-ch14-sec_cont_top_exer-task-22,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,330,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":330,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[5]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ed62319a1aa76c0c29cb6fc140306b55064d0649580a00a5131adcf85ff898a8""}",,pending
51,o003-c90-ch14-exer-c-06,o003-gvsu-ch14-sec_cont_top_exer-task-23,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,337,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":337,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[6]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""5bc0b6c1cc09fd73a4b73937310b88366ae5bc57dad7bd932a1f2dd0c51eadf6""}",,pending
52,o003-c90-ch14-exer-c-07,o003-gvsu-ch14-sec_cont_top_exer-task-24,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,344,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":344,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[7]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""6a9c421d54590230d79b40d9078c92b57dff8b1f8ab34c12bd963cc29bf1153c""}",,pending
53,o003-c90-ch14-exer-c-08,o003-gvsu-ch14-sec_cont_top_exer-task-25,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,351,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":351,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[8]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""310b3697fc71998055528a17e1905607bad2911afc0ce3ecfd58441b258a51bb""}",,pending
54,o003-c90-ch14-exer-c-09,o003-gvsu-ch14-sec_cont_top_exer-task-26,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,358,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":358,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[9]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b123fa8710de47ac7f755b08d8ad85cbc733d5bcbe73827d641553fce3b9732f""}",,pending
55,o003-c90-ch14-exer-c-10,o003-gvsu-ch14-sec_cont_top_exer-task-27,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,365,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":365,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[10]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""25ff4658f0d2ae944d4bd7575f37c064086bc4bbf273f15f6b41f50f87a479eb""}",,pending
56,o003-c90-ch14-exer-d-01,o003-gvsu-ch14-sec_cont_top_exer-task-28,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,372,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":372,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[11]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""e0c52a1cf819c1519f5b477d706cea9d7a3c6f506453a1ac9ce8ae7041fa5222""}",,pending
57,o003-c90-ch14-exer-d-02,o003-gvsu-ch14-sec_cont_top_exer-task-29,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,379,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":379,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[12]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""39a4c00e93098fd92290cda307aa5cb96bdacf31a5982eae0e9ec6d8f50e7c77""}",,pending
58,o003-c90-ch14-exer-d-03,o003-gvsu-ch14-sec_cont_top_exer-task-30,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,386,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":386,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[13]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b0fa049cedbad06ceefd8449e1ba32a90ff41e263957c4798f56ce632f5b2e79""}",,pending
59,o003-c90-ch14-exer-d-04,o003-gvsu-ch14-sec_cont_top_exer-task-31,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,393,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":393,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[14]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""c9bc3c6f306bc5f53c7e357e456e59b738e0a9199798b0e71998f5ae931386b5""}",,pending
60,o003-c90-ch14-exer-d-05,o003-gvsu-ch14-sec_cont_top_exer-task-32,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,400,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":400,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[15]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ccb96c5056683cb2dc4242be0d4f7c51ea1c4a169be005bda8580e44fc0cea50""}",,pending
61,o003-c90-ch14-exer-d-06,o003-gvsu-ch14-sec_cont_top_exer-task-33,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,407,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":407,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[16]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""acd05aa96045d26cf784a508dbbb5dec256138efde3e70c1b70ed07c92ac5a3b""}",,pending
62,o003-c90-ch14-exer-d-07,o003-gvsu-ch14-sec_cont_top_exer-task-34,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,414,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":414,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[17]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""23783ef7cedc2f464fc9b4308a8274801f3bf0a7209244a0db10eb28b195ea58""}",,pending
63,o003-c90-ch14-exer-d-08,o003-gvsu-ch14-sec_cont_top_exer-task-35,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,421,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":421,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[18]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ec1fe1fd7d17ab4d4943767fde6084489d3992ab4cfddbfe90edb605396f7714""}",,pending
64,o003-c90-ch14-exer-d-09,o003-gvsu-ch14-sec_cont_top_exer-task-36,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,428,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":428,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[19]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""3ead1b03d5a10b09a5ff142fa40ce27be943c482ce716382a93f8008ebcd1125""}",,pending
65,o003-c90-ch14-exer-d-10,o003-gvsu-ch14-sec_cont_top_exer-task-37,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,435,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":435,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[20]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""614dd8aab81d9490d8c0af31d60fed9864ec48b31e9d34de165e9e1e2f4d7cd9""}",,pending
66,o003-c90-ch14-exer-e-01,o003-gvsu-ch14-sec_cont_top_exer-task-38,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,442,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":442,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[21]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""a6eed68931355acd5ae47d23472054ca5626d4ee5c1b186f32e7f0519fcbcdf5""}",,pending
67,o003-c90-ch14-exer-e-02,o003-gvsu-ch14-sec_cont_top_exer-task-39,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,449,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":449,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[22]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ca9d806b4be85524aaa0b2367ad011ef6b40f83344115c8ae27bfb6eee83f5d0""}",,pending
68,o003-c90-ch14-exer-e-03,o003-gvsu-ch14-sec_cont_top_exer-task-40,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,456,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":456,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[23]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""8ef4468557c415b426ea220cb5ada5943678d1b39ed804d4725f0844d468257b""}",,pending
69,o003-c90-ch14-exer-e-04,o003-gvsu-ch14-sec_cont_top_exer-task-41,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,463,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":463,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[24]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""bcfea03a7c0c3dae7981e9a183ced99dd7a067ac87885e303948476ca3151806""}",,pending
70,o003-c90-ch14-exer-e-05,o003-gvsu-ch14-sec_cont_top_exer-task-42,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,470,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":470,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[25]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""c7a9d0b3d8739dc4f164612a60dfa56a3724727924c99da1304a4685a4522fc7""}",,pending
71,o003-c90-ch14-exer-e-06,o003-gvsu-ch14-sec_cont_top_exer-task-43,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,477,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":477,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[26]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f8839ef5c1a30edee40f68e0afea16b5c6e1bf25ff0ade76416c40c09e0c1e9b""}",,pending
72,o003-c90-ch14-exer-e-07,o003-gvsu-ch14-sec_cont_top_exer-task-44,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,484,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":484,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[27]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""313966848f329c6da4ade5f7ac42e39d3c6e386779366070639cc58f1d055d1f""}",,pending
73,o003-c90-ch14-exer-e-08,o003-gvsu-ch14-sec_cont_top_exer-task-45,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,491,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":491,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[28]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4bfeb474c151d0db63ce8e66d4b727250a10d9926e558a7d6db3cbadaf49733c""}",,pending
74,o003-c90-ch14-exer-e-09,o003-gvsu-ch14-sec_cont_top_exer-task-46,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,498,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":498,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[11]/task[29]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""726aac9d9e48403943ea53bcd3b2802b649aaad4e748f31c8f9c217c162c41b9""}",,pending
75,o003-c90-ch14-exer-e-10,o003-gvsu-ch14-sec_cont_top_exer-statement-01,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,508,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":508,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[12]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f08ab2ad043d2547f141e2dafd6f4661e3262c0a68be0db05cd04dbcacf861a6""}",,pending
76,o003-c90-ch14-exer-f-01,o003-gvsu-ch14-sec_cont_top_exer-task-47,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,526,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":526,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[13]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""359b6f0a39a7ec4ca2a9717c9064506f05f7e4f1a7697663f5f2e0bb1e4f1cd8""}",,pending
77,o003-c90-ch14-exer-f-02,o003-gvsu-ch14-sec_cont_top_exer-task-48,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,535,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":535,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[13]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""f06ee4ec8d2cb7022fa873a7c1ee37b23f91c1666410e05cc9e46675ee40c9cd""}",,pending
78,o003-c90-ch14-exer-f-03,o003-gvsu-ch14-sec_cont_top_exer-task-49,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,544,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":544,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[13]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""94e2abcd699edb909e765684786b13e8288c8c6c85a2a24f49f089942fd89bf1""}",,pending
79,o003-c90-ch14-exer-f-04,o003-gvsu-ch14-sec_cont_top_exer-task-50,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,554,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":554,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[13]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""791cf02f496d6fdc3bdb8dad6eb3b0e354144895a77b42c1b9e818d078dfb615""}",,pending
80,o003-c90-ch14-exer-f-05,o003-gvsu-ch14-sec_cont_top_exer-task-51,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,563,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":563,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[13]/task[5]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""3e581be2d1d6e695e89c742c18c3047984ebc354fd0123d0733e6840d1b87a9c""}",,pending
81,o003-c90-ch14-exer-f-06,o003-gvsu-ch14-sec_cont_top_exer-task-52,synthetic_locale_neutral_alias,source/sec_cont_top_exer.ptx,571,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_cont_top_exer.ptx"",""authority_line"":571,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_cont_top_exer"",""xpath"":""/exercises/exercise[13]/task[6]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""55e3a92ba1f25c2f31bea446aa632746d18a49e8e98d77ab09fad3dbd16d9ab8""}",,pending
