alias_occurrence_sequence,canonical_occurrence_sequence,canonical_entry_id,alias_source_anchor,canonical_source_anchor,alias_authority_source_file,alias_authority_line,alias_authority_locator,canonical_authority_source_file,canonical_authority_line,canonical_authority_locator,alias_rule,alias_subtree_sha256
34,33,o003-c90-ch17-exer-a-01,o003-gvsu-ch17-sec_compact_top_exer-task-02,o003-gvsu-ch17-sec_compact_top_exer-task-01,source/sec_compact_top_exer.ptx,12,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_compact_top_exer.ptx"",""authority_line"":12,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_compact_top_exer"",""xpath"":""/exercises/exercise[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""34b4e11fe005a032bb360e9317575381f79d79c023ef7cf68bd8cb6f68419230""}",source/sec_compact_top_exer.ptx,4,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_compact_top_exer.ptx"",""authority_line"":4,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_compact_top_exer"",""xpath"":""/exercises/exercise[1]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""17f126398547050231dccc48624fd6bc27516f8bf14774c300f50e525e3b4fa8""}",hard_coded_exact_locator_pair_whitespace_normalized_content,34b4e11fe005a032bb360e9317575381f79d79c023ef7cf68bd8cb6f68419230
