sequence,entry_id,source_anchor,source_anchor_kind,authority_source_file,authority_line,prompt_carrier,authority_locator,parent_group_anchor,support_status
11,o003-c90-ch19-guide-11,o003-gvsu-ch19-act_minimal_nbhds-task-02,synthetic_locale_neutral_alias,source/sec_connect_finite.ptx,27,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_finite.ptx"",""authority_line"":27,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_minimal_nbhds"",""xpath"":""/section/activity[1]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""90f39ff029db0da067f5cd576a6da6116bec0ea02702a823444686abc466e7a0""}",,covered
12,o003-c90-ch19-guide-12,o003-gvsu-ch19-act_minimal_nbhds-task-03,synthetic_locale_neutral_alias,source/sec_connect_finite.ptx,51,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_finite.ptx"",""authority_line"":51,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_minimal_nbhds"",""xpath"":""/section/activity[1]/task[3]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""b70aae5fb3f05102d230bc5308667b7ea36f34d249494f30d5af7fbf51393019""}",o003-gvsu-ch19-act_minimal_nbhds-group-01,covered
13,o003-c90-ch19-guide-13,o003-gvsu-ch19-act_minimal_nbhds-task-04,synthetic_locale_neutral_alias,source/sec_connect_finite.ptx,62,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_finite.ptx"",""authority_line"":62,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_minimal_nbhds"",""xpath"":""/section/activity[1]/task[3]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""bc55573661a50d01b39eefd7ade10c83529f5e9cecf249b1be1f6636e1ab9cd3""}",o003-gvsu-ch19-act_minimal_nbhds-group-01,covered
14,o003-c90-ch19-guide-14,o003-gvsu-ch19-act_minimal_nbhds-task-05,synthetic_locale_neutral_alias,source/sec_connect_finite.ptx,73,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_finite.ptx"",""authority_line"":73,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""act_minimal_nbhds"",""xpath"":""/section/activity[1]/task[3]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ebde318fe78460ba7cace65275336904a62864d0d02aea545cce39ef67fd6539""}",o003-gvsu-ch19-act_minimal_nbhds-group-01,covered
15,o003-c90-ch19-guide-15,o003-gvsu-ch19-sec_connect_finite-task-01,synthetic_locale_neutral_alias,source/sec_connect_finite.ptx,112,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_finite.ptx"",""authority_line"":112,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_finite"",""xpath"":""/section/activity[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""aba3e4884775629a7f9897fb05aaf1db21b332b7b3543e17c9cc6631556a6944""}",,covered
16,o003-c90-ch19-guide-16,o003-gvsu-ch19-sec_connect_finite-task-02,synthetic_locale_neutral_alias,source/sec_connect_finite.ptx,128,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_finite.ptx"",""authority_line"":128,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_finite"",""xpath"":""/section/activity[2]/task[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""9bf271bdcf73a3a458f9a6fa7962164b114e84d5233a3a02b4bce51b62fda000""}",o003-gvsu-ch19-sec_connect_finite-group-01,covered
17,o003-c90-ch19-guide-17,o003-gvsu-ch19-sec_connect_finite-task-03,synthetic_locale_neutral_alias,source/sec_connect_finite.ptx,135,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_finite.ptx"",""authority_line"":135,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_finite"",""xpath"":""/section/activity[2]/task[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""3ea543f22946479636e909d02a4108df79da5a9ef239609fe644b7abd1349abb""}",o003-gvsu-ch19-sec_connect_finite-group-01,covered
18,o003-c90-ch19-guide-18,o003-gvsu-ch19-sec_connect_finite-task-04,synthetic_locale_neutral_alias,source/sec_connect_finite.ptx,143,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_finite.ptx"",""authority_line"":143,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_finite"",""xpath"":""/section/activity[2]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""55a4073f1ae7a3c20969c136c06e279a3a3b8098c652564b4765426e3b4e736c""}",,covered
19,o003-c90-ch19-guide-19,o003-gvsu-ch19-sec_connect_finite-task-05,synthetic_locale_neutral_alias,source/sec_connect_finite.ptx,150,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_finite.ptx"",""authority_line"":150,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_finite"",""xpath"":""/section/activity[2]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""90671234355a374710ec955b3bc102da0185b044122d8495efe2a3afe43d9e34""}",,covered
20,o003-c90-ch19-guide-20,o003-gvsu-ch19-sec_connect_finite-task-06,synthetic_locale_neutral_alias,source/sec_connect_finite.ptx,250,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_finite.ptx"",""authority_line"":250,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_finite"",""xpath"":""/section/activity[3]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""7dd1aab1a721b9efe08bb37bd994eac7b71ed4665e55981622a4da298f540d2c""}",,covered
21,o003-c90-ch19-guide-21,o003-gvsu-ch19-sec_connect_finite-task-07,synthetic_locale_neutral_alias,source/sec_connect_finite.ptx,259,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_connect_finite.ptx"",""authority_line"":259,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_connect_finite"",""xpath"":""/section/activity[3]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""1ed190638b0d4d4b81a26557aaed4031b599b7b9ebec9fe3fbeb792476b183c8""}",,covered
22,o003-c90-ch19-exer-a-01,o003-gvsu-ch19-ex_U_x_not_open-statement-01,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,4,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":4,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""ex_U_x_not_open"",""xpath"":""/exercises/exercise[1]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""3fc46fa06202b5b0f0b1c01dfdef6d43565a4c674a71b0b5b6643bedd2eadf99""}",,covered
23,o003-c90-ch19-exer-a-02,o003-gvsu-ch19-sec_path_exer-task-01,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,18,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":18,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[2]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""346ceaa49ec32faa8924fbf3610d96dd4784fc052ac13130b590ab2021817658""}",,covered
24,o003-c90-ch19-exer-a-03,o003-gvsu-ch19-sec_path_exer-task-02,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,26,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":26,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[2]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""8b7e546a87a224899bea46cbff19dbb609155493702dc8d88d36ccf5fa5e5a5d""}",,covered
25,o003-c90-ch19-exer-a-04,o003-gvsu-ch19-sec_path_exer-statement-01,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,37,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":37,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[3]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""27cbeddbcbd9b849d04bc92ffbdfbfcf3036468ab8365356e2f0fd076996ada4""}",,covered
26,o003-c90-ch19-exer-a-05,o003-gvsu-ch19-ex_PC_harmonic_broom-task-01,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,64,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":64,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_PC_harmonic_broom"",""xpath"":""/exercises/exercise[4]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""52b2f227741c8969aa9faf25668dd3af1ea3bb28efbff674391631c1d976e8be""}",,covered
27,o003-c90-ch19-exer-a-06,o003-gvsu-ch19-ex_PC_harmonic_broom-task-02,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,71,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":71,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_PC_harmonic_broom"",""xpath"":""/exercises/exercise[4]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""fa4dbc3efcc60e15a5ddc6865f294cca6506213ac4365f02d211189de42a2911""}",,covered
28,o003-c90-ch19-exer-a-07,o003-gvsu-ch19-ex_PC_harmonic_broom-task-03,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,78,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":78,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_PC_harmonic_broom"",""xpath"":""/exercises/exercise[4]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""2079655523ff51eef3b3805af4782dfcab55f58ad0002b4fae4a1b1dcc0fc634""}",,covered
29,o003-c90-ch19-exer-a-08,o003-gvsu-ch19-ex_PC_harmonic_broom-task-04,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,85,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":85,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""ex_PC_harmonic_broom"",""xpath"":""/exercises/exercise[4]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""104ead0ebf31ea0e417c8087f1bc730644697c0b310bd14b1d09d25afc0e1dbf""}",,covered
30,o003-c90-ch19-exer-a-09,o003-gvsu-ch19-sec_path_exer-statement-02,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,96,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":96,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[5]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""5a6f5015828bdacc254572497b915781ea66175006313468b7de15b78d01b981""}",,covered
31,o003-c90-ch19-exer-a-10,o003-gvsu-ch19-sec_path_exer-statement-03,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,107,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":107,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[6]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""91ef26602e88932b6c6ffda56d389fd6930383c62661ca82f89c36c1a4744d20""}",,covered
32,o003-c90-ch19-exer-b-01,o003-gvsu-ch19-sec_path_exer-statement-04,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,115,direct_statement,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":115,""element_tag"":""statement"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[7]/statement"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ac961a4038ec9cfa09dfdbb9fe3e9d3d1985ee6bed0723b44d1547ddde2263ab""}",,covered
33,o003-c90-ch19-exer-b-02,o003-gvsu-ch19-sec_path_exer-task-03,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,154,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":154,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[8]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""10bcf99e87e09e3250559b821f72aebf83a133e952a014bc30ee36909adff6c0""}",,covered
34,o003-c90-ch19-exer-b-03,o003-gvsu-ch19-sec_path_exer-task-04,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,161,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":161,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[8]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""66974f2edb000988002b5c97faedf6266bf870784ae8b406dfb489145eb9369c""}",,covered
35,o003-c90-ch19-exer-b-04,o003-gvsu-ch19-sec_path_exer-task-05,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,179,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":179,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[9]/task[1]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ec71cffcff75525abdf20c07c7d76b094c2025644e5d89aa0efdbef09c17c319""}",,covered
36,o003-c90-ch19-exer-b-05,o003-gvsu-ch19-sec_path_exer-task-06,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,187,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":187,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[9]/task[2]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""7d0787d3486498a10cbf4560e705b66b62354ac76d9a251e629fb99af5441aed""}",,covered
37,o003-c90-ch19-exer-b-06,o003-gvsu-ch19-sec_path_exer-task-07,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,195,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":195,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[9]/task[3]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""10df7875672d406c328ba753a0ea084b042b5a434210623fd6ef948577a5ea5a""}",,covered
38,o003-c90-ch19-exer-b-07,o003-gvsu-ch19-sec_path_exer-task-08,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,203,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":203,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[9]/task[4]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""4211c3b331718d0f6490f865e3b3c35d93fa2cc9da13a9149ddbd8b5140048c6""}",,covered
39,o003-c90-ch19-exer-b-08,o003-gvsu-ch19-sec_path_exer-task-09,synthetic_locale_neutral_alias,source/sec_path_exer.ptx,211,atomic_task,"{""authority_commit"":""0c2d8f614ef87aa00de373f3418146c2f1d13bb9"",""authority_source_file"":""source/sec_path_exer.ptx"",""authority_line"":211,""element_tag"":""task"",""nearest_ancestor_or_self_xml_id"":""sec_path_exer"",""xpath"":""/exercises/exercise[9]/task[5]"",""subtree_hash_contract"":""sha256-c14n-1.0-with-comments"",""subtree_sha256"":""ea71eed3cbf794527ac14beca887218e825e34254bde88d01dd77aaafcb7ae19""}",,covered
